9, 0, 17, 6.666883945465088, 0:00:06.666, 125, 128, 15212, 0
9, 0, 17, 2.621443510055542, 0:00:02.621, 17, 22, 2395, 0
9, 0, 17, 3.940568208694458, 0:00:03.940, 60, 63, 7433, 0
9, 0, 20, 2.082655429840088, 0:00:02.082, 11, 14, 2257, 0
9, 0, 21, 1.8479673862457275, 0:00:01.847, 9, 13, 1569, 0
9, 0, 19, 1.787501573562622, 0:00:01.787, 2, 6, 1140, 0
9, 0, 31, 1.8736693859100342, 0:00:01.873, 16, 17, 1899, 0
9, 0, 21, 1.8917434215545654, 0:00:01.891, 16, 17, 1919, 0
9, 0, 21, 1.7232956886291504, 0:00:01.723, 2, 4, 991, 0
9, 0, 21, 1.6495857238769531, 0:00:01.649, 0, 2, 727, 0
9, 0, 21, 3.047138214111328, 0:00:03.047, 27, 31, 4655, 0
9, 0, 21, 2.1764962673187256, 0:00:02.176, 32, 35, 3149, 0
9, 0, 25, 4.1584792137146, 0:00:04.158, 89, 92, 11100, 0
9, 0, 17, 1.839489459991455, 0:00:01.839, 4, 7, 1104, 0
9, 0, 28, 2.1718268394470215, 0:00:02.171, 17, 20, 2997, 0
9, 0, 21, 1.7633955478668213, 0:00:01.763, 2, 3, 1063, 0
9, 0, 21, 1.9566891193389893, 0:00:01.956, 8, 10, 1907, 0
9, 0, 25, 4.095992803573608, 0:00:04.095, 68, 70, 9761, 0
9, 0, 21, 1.7237122058868408, 0:00:01.723, 1, 2, 860, 0
9, 0, 21, 1.7615876197814941, 0:00:01.761, 2, 3, 1081, 0
9, 0, 21, 1.7035682201385498, 0:00:01.703, 1, 3, 920, 0
9, 0, 21, 2.0104589462280273, 0:00:02.010, 8, 9, 1802, 0
9, 0, 21, 2.1259067058563232, 0:00:02.125, 10, 11, 1884, 0
9, 0, 21, 1.787013292312622, 0:00:01.787, 3, 4, 1119, 0
9, 0, 21, 2.424506664276123, 0:00:02.424, 15, 19, 2839, 0
